TRACE #1
--------------------------
{'x': 0.0, 'y': 0.0}
{'x': 0.0, 'y': 2141760824.0, 'n': 666.0}
{'x': 0.0, 'y': 2141760824.0, 'n': 666.0}
{'x': 2141760824.0, 'y': 2141760824.0, 'n': 666.0}
{'x': 0.0, 'y': 2141760824.0, 'n': 666.0}
{'x': 0.0, 'y': 846120579.0, 'n': 666.0}
{'x': 0.0, 'y': 846120579.0, 'n': 666.0}
{'x': 846120579.0, 'y': 846120579.0, 'n': 666.0}
{'x': 0.0, 'y': 846120579.0, 'n': 666.0}
{'x': 0.0, 'y': 973692982.0, 'n': 666.0}
{'x': 0.0, 'y': 973692982.0, 'n': 666.0}
{'x': 973692982.0, 'y': 973692982.0, 'n': 666.0}
{'x': 0.0, 'y': 973692982.0, 'n': 666.0}
{'x': 0.0, 'y': 1390337590.0, 'n': 666.0}
{'x': 0.0, 'y': 1390337590.0, 'n': 666.0}
{'x': 1390337590.0, 'y': 1390337590.0, 'n': 666.0}
{'x': 0.0, 'y': 1390337590.0, 'n': 666.0}
{'x': 0.0, 'y': 1325262029.0, 'n': 666.0}
{'x': 0.0, 'y': 1325262029.0, 'n': 666.0}
{'x': 1325262029.0, 'y': 1325262029.0, 'n': 666.0}
{'x': 0.0, 'y': 1325262029.0, 'n': 666.0}
{'x': 0.0, 'y': 136303396.0, 'n': 666.0}
{'x': 0.0, 'y': 136303396.0, 'n': 666.0}
{'x': 136303396.0, 'y': 136303396.0, 'n': 666.0}
{'x': 0.0, 'y': 136303396.0, 'n': 666.0}
{'x': 0.0, 'y': 1558938352.0, 'n': 666.0}
{'x': 0.0, 'y': 1558938352.0, 'n': 666.0}
{'x': 1558938352.0, 'y': 1558938352.0, 'n': 666.0}
{'x': 0.0, 'y': 1558938352.0, 'n': 666.0}
{'x': 0.0, 'y': 1031537658.0, 'n': 666.0}
{'x': 0.0, 'y': 1031537658.0, 'n': 666.0}
{'x': 1031537658.0, 'y': 1031537658.0, 'n': 666.0}
{'x': 0.0, 'y': 1031537658.0, 'n': 666.0}
{'x': 0.0, 'y': 231677246.0, 'n': 666.0}
{'x': 0.0, 'y': 231677246.0, 'n': 666.0}
{'x': 231677246.0, 'y': 231677246.0, 'n': 666.0}
{'x': 0.0, 'y': 231677246.0, 'n': 666.0}
{'x': 0.0, 'y': 1300781391.0, 'n': 666.0}
{'x': 0.0, 'y': 1300781391.0, 'n': 666.0}
{'x': 1300781391.0, 'y': 1300781391.0, 'n': 666.0}
{'x': 0.0, 'y': 1300781391.0, 'n': 666.0}
{'x': 0.0, 'y': 518310349.0, 'n': 666.0}
{'x': 0.0, 'y': 518310349.0, 'n': 666.0}
{'x': 518310349.0, 'y': 518310349.0, 'n': 666.0}
{'x': 0.0, 'y': 518310349.0, 'n': 666.0}
{'x': 0.0, 'y': 1674214747.0, 'n': 666.0}
{'x': 0.0, 'y': 1674214747.0, 'n': 666.0}
{'x': 1674214747.0, 'y': 1674214747.0, 'n': 666.0}
{'x': 0.0, 'y': 1674214747.0, 'n': 666.0}
{'x': 0.0, 'y': 1730780844.0, 'n': 666.0}
{'x': 0.0, 'y': 1730780844.0, 'n': 666.0}
{'x': 1730780844.0, 'y': 1730780844.0, 'n': 666.0}
{'x': 0.0, 'y': 1730780844.0, 'n': 666.0}
{'x': 0.0, 'y': 61374132.0, 'n': 666.0}
{'x': 0.0, 'y': 61374132.0, 'n': 666.0}
{'x': 61374132.0, 'y': 61374132.0, 'n': 666.0}
{'x': 0.0, 'y': 61374132.0, 'n': 666.0}
{'x': 0.0, 'y': 1437513910.0, 'n': 666.0}
{'x': 0.0, 'y': 1437513910.0, 'n': 666.0}
{'x': 1437513910.0, 'y': 1437513910.0, 'n': 666.0}
{'x': 0.0, 'y': 1437513910.0, 'n': 666.0}
{'x': 0.0, 'y': 985789680.0, 'n': 666.0}
{'x': 0.0, 'y': 985789680.0, 'n': 666.0}
{'x': 985789680.0, 'y': 985789680.0, 'n': 666.0}
{'x': 0.0, 'y': 985789680.0, 'n': 666.0}
{'x': 0.0, 'y': 1370098515.0, 'n': 666.0}
{'x': 0.0, 'y': 1370098515.0, 'n': 666.0}
{'x': 1370098515.0, 'y': 1370098515.0, 'n': 666.0}
{'x': 0.0, 'y': 1370098515.0, 'n': 666.0}
{'x': 0.0, 'y': 272950298.0, 'n': 666.0}
{'x': 0.0, 'y': 272950298.0, 'n': 666.0}
{'x': 272950298.0, 'y': 272950298.0, 'n': 666.0}
{'x': 0.0, 'y': 272950298.0, 'n': 666.0}
{'x': 0.0, 'y': 690937715.0, 'n': 666.0}
{'x': 0.0, 'y': 690937715.0, 'n': 666.0}
{'x': 690937715.0, 'y': 690937715.0, 'n': 666.0}
{'x': 0.0, 'y': 690937715.0, 'n': 666.0}
{'x': 0.0, 'y': 1607595978.0, 'n': 666.0}
{'x': 0.0, 'y': 1607595978.0, 'n': 666.0}
{'x': 1607595978.0, 'y': 1607595978.0, 'n': 666.0}
{'x': 0.0, 'y': 1607595978.0, 'n': 666.0}
{'x': 0.0, 'y': 80778439.0, 'n': 666.0}
{'x': 0.0, 'y': 80778439.0, 'n': 666.0}
{'x': 80778439.0, 'y': 80778439.0, 'n': 666.0}
{'x': 0.0, 'y': 80778439.0, 'n': 666.0}
{'x': 0.0, 'y': 759111977.0, 'n': 666.0}
{'x': 0.0, 'y': 759111977.0, 'n': 666.0}
{'x': 759111977.0, 'y': 759111977.0, 'n': 666.0}
{'x': 0.0, 'y': 759111977.0, 'n': 666.0}
{'x': 0.0, 'y': 1811043178.0, 'n': 666.0}
{'x': 0.0, 'y': 1811043178.0, 'n': 666.0}
{'x': 1811043178.0, 'y': 1811043178.0, 'n': 666.0}
{'x': 0.0, 'y': 1811043178.0, 'n': 666.0}
{'x': 0.0, 'y': 241886401.0, 'n': 666.0}
{'x': 0.0, 'y': 241886401.0, 'n': 666.0}
{'x': 241886401.0, 'y': 241886401.0, 'n': 666.0}
{'x': 0.0, 'y': 241886401.0, 'n': 666.0}
{'x': 0.0, 'y': 278989280.0, 'n': 666.0}
{'x': 0.0, 'y': 278989280.0, 'n': 666.0}
{'x': 278989280.0, 'y': 278989280.0, 'n': 666.0}
{'x': 0.0, 'y': 278989280.0, 'n': 666.0}
{'x': 0.0, 'y': 1705762142.0, 'n': 666.0}
{'x': 0.0, 'y': 1705762142.0, 'n': 666.0}
{'x': 1705762142.0, 'y': 1705762142.0, 'n': 666.0}
{'x': 0.0, 'y': 1705762142.0, 'n': 666.0}
{'x': 0.0, 'y': 2096737715.0, 'n': 666.0}
{'x': 0.0, 'y': 2096737715.0, 'n': 666.0}
{'x': 2096737715.0, 'y': 2096737715.0, 'n': 666.0}
{'x': 0.0, 'y': 2096737715.0, 'n': 666.0}
{'x': 0.0, 'y': 1875349538.0, 'n': 666.0}
{'x': 0.0, 'y': 1875349538.0, 'n': 666.0}
{'x': 1875349538.0, 'y': 1875349538.0, 'n': 666.0}
{'x': 0.0, 'y': 1875349538.0, 'n': 666.0}
{'x': 0.0, 'y': 809737437.0, 'n': 666.0}
{'x': 0.0, 'y': 809737437.0, 'n': 666.0}
{'x': 809737437.0, 'y': 809737437.0, 'n': 666.0}
{'x': 0.0, 'y': 809737437.0, 'n': 666.0}
{'x': 0.0, 'y': 2062389363.0, 'n': 666.0}
{'x': 0.0, 'y': 2062389363.0, 'n': 666.0}
{'x': 2062389363.0, 'y': 2062389363.0, 'n': 666.0}
{'x': 0.0, 'y': 2062389363.0, 'n': 666.0}
{'x': 0.0, 'y': 786394059.0, 'n': 666.0}
{'x': 0.0, 'y': 786394059.0, 'n': 666.0}
{'x': 786394059.0, 'y': 786394059.0, 'n': 666.0}
{'x': 0.0, 'y': 786394059.0, 'n': 666.0}
{'x': 0.0, 'y': 804014613.0, 'n': 666.0}
{'x': 0.0, 'y': 804014613.0, 'n': 666.0}
{'x': 804014613.0, 'y': 804014613.0, 'n': 666.0}
{'x': 0.0, 'y': 804014613.0, 'n': 666.0}
{'x': 0.0, 'y': 761026294.0, 'n': 666.0}
{'x': 0.0, 'y': 761026294.0, 'n': 666.0}
{'x': 761026294.0, 'y': 761026294.0, 'n': 666.0}
{'x': 0.0, 'y': 761026294.0, 'n': 666.0}
{'x': 0.0, 'y': 1760087041.0, 'n': 666.0}
{'x': 0.0, 'y': 1760087041.0, 'n': 666.0}
{'x': 1760087041.0, 'y': 1760087041.0, 'n': 666.0}
{'x': 0.0, 'y': 1760087041.0, 'n': 666.0}
{'x': 0.0, 'y': 46868556.0, 'n': 666.0}
{'x': 0.0, 'y': 46868556.0, 'n': 666.0}
{'x': 46868556.0, 'y': 46868556.0, 'n': 666.0}
{'x': 0.0, 'y': 46868556.0, 'n': 666.0}
{'x': 0.0, 'y': 2086288324.0, 'n': 666.0}
{'x': 0.0, 'y': 2086288324.0, 'n': 666.0}
{'x': 2086288324.0, 'y': 2086288324.0, 'n': 666.0}
{'x': 0.0, 'y': 2086288324.0, 'n': 666.0}
{'x': 0.0, 'y': 1896390437.0, 'n': 666.0}
{'x': 0.0, 'y': 1896390437.0, 'n': 666.0}
{'x': 1896390437.0, 'y': 1896390437.0, 'n': 666.0}
{'x': 0.0, 'y': 1896390437.0, 'n': 666.0}
{'x': 0.0, 'y': 1605806908.0, 'n': 666.0}
{'x': 0.0, 'y': 1605806908.0, 'n': 666.0}
{'x': 1605806908.0, 'y': 1605806908.0, 'n': 666.0}
{'x': 0.0, 'y': 1605806908.0, 'n': 666.0}
{'x': 0.0, 'y': 970342334.0, 'n': 666.0}
{'x': 0.0, 'y': 970342334.0, 'n': 666.0}
{'x': 970342334.0, 'y': 970342334.0, 'n': 666.0}
{'x': 0.0, 'y': 970342334.0, 'n': 666.0}
{'x': 0.0, 'y': 2128067683.0, 'n': 666.0}
{'x': 0.0, 'y': 2128067683.0, 'n': 666.0}
{'x': 2128067683.0, 'y': 2128067683.0, 'n': 666.0}
{'x': 0.0, 'y': 2128067683.0, 'n': 666.0}
{'x': 0.0, 'y': 759104652.0, 'n': 666.0}
{'x': 0.0, 'y': 759104652.0, 'n': 666.0}
{'x': 759104652.0, 'y': 759104652.0, 'n': 666.0}
{'x': 0.0, 'y': 759104652.0, 'n': 666.0}
{'x': 0.0, 'y': 1488652683.0, 'n': 666.0}
{'x': 0.0, 'y': 1488652683.0, 'n': 666.0}
{'x': 1488652683.0, 'y': 1488652683.0, 'n': 666.0}
{'x': 0.0, 'y': 1488652683.0, 'n': 666.0}
{'x': 0.0, 'y': 1654798782.0, 'n': 666.0}
{'x': 0.0, 'y': 1654798782.0, 'n': 666.0}
{'x': 1654798782.0, 'y': 1654798782.0, 'n': 666.0}
{'x': 0.0, 'y': 1654798782.0, 'n': 666.0}
{'x': 0.0, 'y': 342401848.0, 'n': 666.0}
{'x': 0.0, 'y': 342401848.0, 'n': 666.0}
{'x': 342401848.0, 'y': 342401848.0, 'n': 666.0}
{'x': 0.0, 'y': 342401848.0, 'n': 666.0}
{'x': 0.0, 'y': 1550026815.0, 'n': 666.0}
{'x': 0.0, 'y': 1550026815.0, 'n': 666.0}
{'x': 1550026815.0, 'y': 1550026815.0, 'n': 666.0}
{'x': 0.0, 'y': 1550026815.0, 'n': 666.0}
{'x': 0.0, 'y': 944829044.0, 'n': 666.0}
{'x': 0.0, 'y': 944829044.0, 'n': 666.0}
{'x': 944829044.0, 'y': 944829044.0, 'n': 666.0}
{'x': 0.0, 'y': 944829044.0, 'n': 666.0}
{'x': 0.0, 'y': 1328191528.0, 'n': 666.0}
{'x': 0.0, 'y': 1328191528.0, 'n': 666.0}
{'x': 1328191528.0, 'y': 1328191528.0, 'n': 666.0}
{'x': 0.0, 'y': 1328191528.0, 'n': 666.0}
{'x': 0.0, 'y': 772641682.0, 'n': 666.0}
{'x': 0.0, 'y': 772641682.0, 'n': 666.0}
{'x': 772641682.0, 'y': 772641682.0, 'n': 666.0}
{'x': 0.0, 'y': 772641682.0, 'n': 666.0}
{'x': 0.0, 'y': 1217779342.0, 'n': 666.0}
{'x': 0.0, 'y': 1217779342.0, 'n': 666.0}
{'x': 1217779342.0, 'y': 1217779342.0, 'n': 666.0}
{'x': 0.0, 'y': 1217779342.0, 'n': 666.0}
{'x': 0.0, 'y': 2019129244.0, 'n': 666.0}
{'x': 0.0, 'y': 2019129244.0, 'n': 666.0}
{'x': 2019129244.0, 'y': 2019129244.0, 'n': 666.0}
{'x': 0.0, 'y': 2019129244.0, 'n': 666.0}
{'x': 0.0, 'y': 232754012.0, 'n': 666.0}
{'x': 0.0, 'y': 232754012.0, 'n': 666.0}
{'x': 232754012.0, 'y': 232754012.0, 'n': 666.0}
{'x': 0.0, 'y': 232754012.0, 'n': 666.0}
{'x': 0.0, 'y': 1298557781.0, 'n': 666.0}
{'x': 0.0, 'y': 1298557781.0, 'n': 666.0}
{'x': 1298557781.0, 'y': 1298557781.0, 'n': 666.0}
{'x': 0.0, 'y': 1298557781.0, 'n': 666.0}
{'x': 0.0, 'y': 630757573.0, 'n': 666.0}
{'x': 0.0, 'y': 630757573.0, 'n': 666.0}
{'x': 630757573.0, 'y': 630757573.0, 'n': 666.0}
{'x': 0.0, 'y': 630757573.0, 'n': 666.0}
{'x': 0.0, 'y': 2043797190.0, 'n': 666.0}
{'x': 0.0, 'y': 2043797190.0, 'n': 666.0}
{'x': 2043797190.0, 'y': 2043797190.0, 'n': 666.0}
{'x': 0.0, 'y': 2043797190.0, 'n': 666.0}
{'x': 0.0, 'y': 1540444182.0, 'n': 666.0}
{'x': 0.0, 'y': 1540444182.0, 'n': 666.0}
{'x': 1540444182.0, 'y': 1540444182.0, 'n': 666.0}
{'x': 0.0, 'y': 1540444182.0, 'n': 666.0}
{'x': 0.0, 'y': 909746853.0, 'n': 666.0}
{'x': 0.0, 'y': 909746853.0, 'n': 666.0}
{'x': 909746853.0, 'y': 909746853.0, 'n': 666.0}
{'x': 0.0, 'y': 909746853.0, 'n': 666.0}
{'x': 0.0, 'y': 1602075684.0, 'n': 666.0}
{'x': 0.0, 'y': 1602075684.0, 'n': 666.0}
{'x': 1602075684.0, 'y': 1602075684.0, 'n': 666.0}
{'x': 0.0, 'y': 1602075684.0, 'n': 666.0}
{'x': 0.0, 'y': 1489698250.0, 'n': 666.0}
{'x': 0.0, 'y': 1489698250.0, 'n': 666.0}
{'x': 1489698250.0, 'y': 1489698250.0, 'n': 666.0}
{'x': 0.0, 'y': 1489698250.0, 'n': 666.0}
{'x': 0.0, 'y': 637612743.0, 'n': 666.0}
{'x': 0.0, 'y': 637612743.0, 'n': 666.0}
{'x': 637612743.0, 'y': 637612743.0, 'n': 666.0}
{'x': 0.0, 'y': 637612743.0, 'n': 666.0}
{'x': 0.0, 'y': 264329473.0, 'n': 666.0}
{'x': 0.0, 'y': 264329473.0, 'n': 666.0}
{'x': 264329473.0, 'y': 264329473.0, 'n': 666.0}
{'x': 0.0, 'y': 264329473.0, 'n': 666.0}
{'x': 0.0, 'y': 1404603965.0, 'n': 666.0}
{'x': 0.0, 'y': 1404603965.0, 'n': 666.0}
{'x': 1404603965.0, 'y': 1404603965.0, 'n': 666.0}
{'x': 0.0, 'y': 1404603965.0, 'n': 666.0}
{'x': 0.0, 'y': 1424006802.0, 'n': 666.0}
{'x': 0.0, 'y': 1424006802.0, 'n': 666.0}
{'x': 1424006802.0, 'y': 1424006802.0, 'n': 666.0}
{'x': 0.0, 'y': 1424006802.0, 'n': 666.0}
{'x': 0.0, 'y': 1068344087.0, 'n': 666.0}
{'x': 0.0, 'y': 1068344087.0, 'n': 666.0}
{'x': 1068344087.0, 'y': 1068344087.0, 'n': 666.0}
{'x': 0.0, 'y': 1068344087.0, 'n': 666.0}
{'x': 0.0, 'y': 18146612.0, 'n': 666.0}
{'x': 0.0, 'y': 18146612.0, 'n': 666.0}
{'x': 18146612.0, 'y': 18146612.0, 'n': 666.0}
{'x': 0.0, 'y': 18146612.0, 'n': 666.0}
{'x': 0.0, 'y': 1036610195.0, 'n': 666.0}
{'x': 0.0, 'y': 1036610195.0, 'n': 666.0}
{'x': 1036610195.0, 'y': 1036610195.0, 'n': 666.0}
{'x': 0.0, 'y': 1036610195.0, 'n': 666.0}
{'x': 0.0, 'y': 1115212643.0, 'n': 666.0}
{'x': 0.0, 'y': 1115212643.0, 'n': 666.0}
{'x': 1115212643.0, 'y': 1115212643.0, 'n': 666.0}
{'x': 0.0, 'y': 1115212643.0, 'n': 666.0}
{'x': 0.0, 'y': 2104434936.0, 'n': 666.0}
{'x': 0.0, 'y': 2104434936.0, 'n': 666.0}
{'x': 2104434936.0, 'y': 2104434936.0, 'n': 666.0}
{'x': 0.0, 'y': 2104434936.0, 'n': 666.0}
{'x': 0.0, 'y': 785516984.0, 'n': 666.0}
{'x': 0.0, 'y': 785516984.0, 'n': 666.0}
{'x': 785516984.0, 'y': 785516984.0, 'n': 666.0}
{'x': 0.0, 'y': 785516984.0, 'n': 666.0}
{'x': 0.0, 'y': 573535903.0, 'n': 666.0}
{'x': 0.0, 'y': 573535903.0, 'n': 666.0}
{'x': 573535903.0, 'y': 573535903.0, 'n': 666.0}
{'x': 0.0, 'y': 573535903.0, 'n': 666.0}
{'x': 0.0, 'y': 927293622.0, 'n': 666.0}
{'x': 0.0, 'y': 927293622.0, 'n': 666.0}
{'x': 927293622.0, 'y': 927293622.0, 'n': 666.0}
{'x': 0.0, 'y': 927293622.0, 'n': 666.0}
{'x': 0.0, 'y': 766101019.0, 'n': 666.0}
{'x': 0.0, 'y': 766101019.0, 'n': 666.0}
{'x': 766101019.0, 'y': 766101019.0, 'n': 666.0}
{'x': 0.0, 'y': 766101019.0, 'n': 666.0}
{'x': 0.0, 'y': 1332640555.0, 'n': 666.0}
{'x': 0.0, 'y': 1332640555.0, 'n': 666.0}
{'x': 1332640555.0, 'y': 1332640555.0, 'n': 666.0}
{'x': 0.0, 'y': 1332640555.0, 'n': 666.0}
{'x': 0.0, 'y': 268462657.0, 'n': 666.0}
{'x': 0.0, 'y': 268462657.0, 'n': 666.0}
{'x': 268462657.0, 'y': 268462657.0, 'n': 666.0}
{'x': 0.0, 'y': 268462657.0, 'n': 666.0}
{'x': 0.0, 'y': 273416153.0, 'n': 666.0}
{'x': 0.0, 'y': 273416153.0, 'n': 666.0}
{'x': 273416153.0, 'y': 273416153.0, 'n': 666.0}
{'x': 0.0, 'y': 273416153.0, 'n': 666.0}
{'x': 0.0, 'y': 1675042403.0, 'n': 666.0}
{'x': 0.0, 'y': 1675042403.0, 'n': 666.0}
{'x': 1675042403.0, 'y': 1675042403.0, 'n': 666.0}
{'x': 0.0, 'y': 1675042403.0, 'n': 666.0}
{'x': 0.0, 'y': 1818489473.0, 'n': 666.0}
{'x': 0.0, 'y': 1818489473.0, 'n': 666.0}
{'x': 1818489473.0, 'y': 1818489473.0, 'n': 666.0}
{'x': 0.0, 'y': 1818489473.0, 'n': 666.0}
{'x': 0.0, 'y': 1218245197.0, 'n': 666.0}
{'x': 0.0, 'y': 1218245197.0, 'n': 666.0}
{'x': 1218245197.0, 'y': 1218245197.0, 'n': 666.0}
{'x': 0.0, 'y': 1218245197.0, 'n': 666.0}
{'x': 0.0, 'y': 855750284.0, 'n': 666.0}
{'x': 0.0, 'y': 855750284.0, 'n': 666.0}
{'x': 855750284.0, 'y': 855750284.0, 'n': 666.0}
{'x': 0.0, 'y': 855750284.0, 'n': 666.0}
{'x': 0.0, 'y': 443647507.0, 'n': 666.0}
{'x': 0.0, 'y': 443647507.0, 'n': 666.0}
{'x': 443647507.0, 'y': 443647507.0, 'n': 666.0}
{'x': 0.0, 'y': 443647507.0, 'n': 666.0}
{'x': 0.0, 'y': 288540891.0, 'n': 666.0}
{'x': 0.0, 'y': 288540891.0, 'n': 666.0}
{'x': 288540891.0, 'y': 288540891.0, 'n': 666.0}
{'x': 0.0, 'y': 288540891.0, 'n': 666.0}
{'x': 0.0, 'y': 727395880.0, 'n': 666.0}
{'x': 0.0, 'y': 727395880.0, 'n': 666.0}
{'x': 727395880.0, 'y': 727395880.0, 'n': 666.0}
{'x': 0.0, 'y': 727395880.0, 'n': 666.0}
{'x': 0.0, 'y': 676401520.0, 'n': 666.0}
{'x': 0.0, 'y': 676401520.0, 'n': 666.0}
{'x': 676401520.0, 'y': 676401520.0, 'n': 666.0}
{'x': 0.0, 'y': 676401520.0, 'n': 666.0}
{'x': 0.0, 'y': 1587098672.0, 'n': 666.0}
{'x': 0.0, 'y': 1587098672.0, 'n': 666.0}
{'x': 1587098672.0, 'y': 1587098672.0, 'n': 666.0}
{'x': 0.0, 'y': 1587098672.0, 'n': 666.0}
{'x': 0.0, 'y': 1358153453.0, 'n': 666.0}
{'x': 0.0, 'y': 1358153453.0, 'n': 666.0}
{'x': 1358153453.0, 'y': 1358153453.0, 'n': 666.0}
{'x': 0.0, 'y': 1358153453.0, 'n': 666.0}
{'x': 0.0, 'y': 572715062.0, 'n': 666.0}
{'x': 0.0, 'y': 572715062.0, 'n': 666.0}
{'x': 572715062.0, 'y': 572715062.0, 'n': 666.0}
{'x': 0.0, 'y': 572715062.0, 'n': 666.0}
{'x': 0.0, 'y': 980059206.0, 'n': 666.0}
{'x': 0.0, 'y': 980059206.0, 'n': 666.0}
{'x': 980059206.0, 'y': 980059206.0, 'n': 666.0}
{'x': 0.0, 'y': 980059206.0, 'n': 666.0}
{'x': 0.0, 'y': 120416658.0, 'n': 666.0}
{'x': 0.0, 'y': 120416658.0, 'n': 666.0}
{'x': 120416658.0, 'y': 120416658.0, 'n': 666.0}
{'x': 0.0, 'y': 120416658.0, 'n': 666.0}
{'x': 0.0, 'y': 27307099.0, 'n': 666.0}
{'x': 0.0, 'y': 27307099.0, 'n': 666.0}
{'x': 27307099.0, 'y': 27307099.0, 'n': 666.0}
{'x': 0.0, 'y': 27307099.0, 'n': 666.0}
{'x': 0.0, 'y': 322273808.0, 'n': 666.0}
{'x': 0.0, 'y': 322273808.0, 'n': 666.0}
{'x': 322273808.0, 'y': 322273808.0, 'n': 666.0}
{'x': 0.0, 'y': 322273808.0, 'n': 666.0}
{'x': 0.0, 'y': 758029401.0, 'n': 666.0}
{'x': 0.0, 'y': 758029401.0, 'n': 666.0}
{'x': 758029401.0, 'y': 758029401.0, 'n': 666.0}
{'x': 0.0, 'y': 758029401.0, 'n': 666.0}
{'x': 0.0, 'y': 291636572.0, 'n': 666.0}
{'x': 0.0, 'y': 291636572.0, 'n': 666.0}
{'x': 291636572.0, 'y': 291636572.0, 'n': 666.0}
{'x': 0.0, 'y': 291636572.0, 'n': 666.0}
{'x': 0.0, 'y': 1726877774.0, 'n': 666.0}
{'x': 0.0, 'y': 1726877774.0, 'n': 666.0}
{'x': 1726877774.0, 'y': 1726877774.0, 'n': 666.0}
{'x': 0.0, 'y': 1726877774.0, 'n': 666.0}
{'x': 0.0, 'y': 34552555.0, 'n': 666.0}
{'x': 0.0, 'y': 34552555.0, 'n': 666.0}
{'x': 34552555.0, 'y': 34552555.0, 'n': 666.0}
{'x': 0.0, 'y': 34552555.0, 'n': 666.0}
{'x': 0.0, 'y': 1359980659.0, 'n': 666.0}
{'x': 0.0, 'y': 1359980659.0, 'n': 666.0}
{'x': 1359980659.0, 'y': 1359980659.0, 'n': 666.0}
{'x': 0.0, 'y': 1359980659.0, 'n': 666.0}
{'x': 0.0, 'y': 1745024386.0, 'n': 666.0}
{'x': 0.0, 'y': 1745024386.0, 'n': 666.0}
{'x': 1745024386.0, 'y': 1745024386.0, 'n': 666.0}
{'x': 0.0, 'y': 1745024386.0, 'n': 666.0}
{'x': 0.0, 'y': 1071162750.0, 'n': 666.0}
{'x': 0.0, 'y': 1071162750.0, 'n': 666.0}
{'x': 1071162750.0, 'y': 1071162750.0, 'n': 666.0}
{'x': 0.0, 'y': 1071162750.0, 'n': 666.0}
{'x': 0.0, 'y': 327709654.0, 'n': 666.0}
{'x': 0.0, 'y': 327709654.0, 'n': 666.0}
{'x': 327709654.0, 'y': 327709654.0, 'n': 666.0}
{'x': 0.0, 'y': 327709654.0, 'n': 666.0}
{'x': 0.0, 'y': 1701975674.0, 'n': 666.0}
{'x': 0.0, 'y': 1701975674.0, 'n': 666.0}
{'x': 1701975674.0, 'y': 1701975674.0, 'n': 666.0}
{'x': 0.0, 'y': 1701975674.0, 'n': 666.0}
{'x': 0.0, 'y': 1856679734.0, 'n': 666.0}
{'x': 0.0, 'y': 1856679734.0, 'n': 666.0}
{'x': 1856679734.0, 'y': 1856679734.0, 'n': 666.0}
{'x': 0.0, 'y': 1856679734.0, 'n': 666.0}
{'x': 0.0, 'y': 901245558.0, 'n': 666.0}
{'x': 0.0, 'y': 901245558.0, 'n': 666.0}
{'x': 901245558.0, 'y': 901245558.0, 'n': 666.0}
{'x': 0.0, 'y': 901245558.0, 'n': 666.0}
{'x': 0.0, 'y': 481785648.0, 'n': 666.0}
{'x': 0.0, 'y': 481785648.0, 'n': 666.0}
{'x': 481785648.0, 'y': 481785648.0, 'n': 666.0}
{'x': 0.0, 'y': 481785648.0, 'n': 666.0}
{'x': 0.0, 'y': 475297105.0, 'n': 666.0}
{'x': 0.0, 'y': 475297105.0, 'n': 666.0}
{'x': 475297105.0, 'y': 475297105.0, 'n': 666.0}
{'x': 0.0, 'y': 475297105.0, 'n': 666.0}
{'x': 0.0, 'y': 86402465.0, 'n': 666.0}
{'x': 0.0, 'y': 86402465.0, 'n': 666.0}
{'x': 86402465.0, 'y': 86402465.0, 'n': 666.0}
{'x': 0.0, 'y': 86402465.0, 'n': 666.0}
{'x': 0.0, 'y': 750248305.0, 'n': 666.0}
{'x': 0.0, 'y': 750248305.0, 'n': 666.0}
{'x': 750248305.0, 'y': 750248305.0, 'n': 666.0}
{'x': 0.0, 'y': 750248305.0, 'n': 666.0}
{'x': 0.0, 'y': 748713258.0, 'n': 666.0}
{'x': 0.0, 'y': 748713258.0, 'n': 666.0}
{'x': 748713258.0, 'y': 748713258.0, 'n': 666.0}
{'x': 0.0, 'y': 748713258.0, 'n': 666.0}
{'x': 0.0, 'y': 1761444869.0, 'n': 666.0}
{'x': 0.0, 'y': 1761444869.0, 'n': 666.0}
{'x': 1761444869.0, 'y': 1761444869.0, 'n': 666.0}
{'x': 0.0, 'y': 1761444869.0, 'n': 666.0}
{'x': 0.0, 'y': 421254130.0, 'n': 666.0}
{'x': 0.0, 'y': 421254130.0, 'n': 666.0}
{'x': 421254130.0, 'y': 421254130.0, 'n': 666.0}
{'x': 0.0, 'y': 421254130.0, 'n': 666.0}
{'x': 0.0, 'y': 1966958455.0, 'n': 666.0}
{'x': 0.0, 'y': 1966958455.0, 'n': 666.0}
{'x': 1966958455.0, 'y': 1966958455.0, 'n': 666.0}
{'x': 0.0, 'y': 1966958455.0, 'n': 666.0}
{'x': 0.0, 'y': 469711505.0, 'n': 666.0}
{'x': 0.0, 'y': 469711505.0, 'n': 666.0}
{'x': 469711505.0, 'y': 469711505.0, 'n': 666.0}
{'x': 0.0, 'y': 469711505.0, 'n': 666.0}
{'x': 0.0, 'y': 864901638.0, 'n': 666.0}
{'x': 0.0, 'y': 864901638.0, 'n': 666.0}
{'x': 864901638.0, 'y': 864901638.0, 'n': 666.0}
{'x': 0.0, 'y': 864901638.0, 'n': 666.0}
{'x': 0.0, 'y': 108015698.0, 'n': 666.0}
{'x': 0.0, 'y': 108015698.0, 'n': 666.0}
{'x': 108015698.0, 'y': 108015698.0, 'n': 666.0}
{'x': 0.0, 'y': 108015698.0, 'n': 666.0}
{'x': 0.0, 'y': 1197107385.0, 'n': 666.0}
{'x': 0.0, 'y': 1197107385.0, 'n': 666.0}
{'x': 1197107385.0, 'y': 1197107385.0, 'n': 666.0}
{'x': 0.0, 'y': 1197107385.0, 'n': 666.0}
{'x': 0.0, 'y': 1541303158.0, 'n': 666.0}
